DrugID,DrugName,DrugDescription,DrugTarget,DrugPharmacodynamics,DrugSmile,DrugMechanism,DrugConditions,DrugCategories
DB00643,Mebendazole,Mebendazoleis a benzimidazole anthelmintic used to treat helminth infections.,"['Q71U36', 'P68371']",Mebendazole is a (synthetic) broad-spectrum anthelmintic. The principal mode of action for Mebendazole is by its inhibitory effect on tubulin polymerization which results in the loss of cytoplasmic microtubules.,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,"Mebendazole causes degenerative alterations in the tegument and intestinal cells of the worm by binding to the colchicine-sensitive site of tubulin, thus inhibiting its polymerization or assembly into microtubules. The loss of the cytoplasmic microtubules leads to impaired uptake of glucose by the larval and adult stages of the susceptible parasites, and depletes their glycogen stores. Degenerative changes in the endoplasmic reticulum, the mitochondria of the germinal layer, and the subsequent release of lysosomes result in decreased production of adenosine triphosphate (ATP), which is the energy required for the survival of the helminth. Due to diminished energy production, the parasite is immobilized and eventually dies.TargetActionsOrganismATubulin alpha-A chaininhibitorHumansATubulin beta-B chaininhibitorHumans",[],"['Acids, Acyclic', 'Anthelmintics', 'Anti-Infective Agents', 'Antihelminthic', 'Antimitotic Agents', 'Antinematodal Agents', 'Antiparasitic Agents', 'Antiparasitic Products, Insecticides and Repellents', 'Benzimidazole Derivatives', 'Benzimidazoles', 'Carbamates', 'Heterocyclic Compounds, Fused-Ring', 'Mitosis Modulators', 'Tubulin Modulators']"
DB01254,Dasatinib,Dasatinibis a tyrosine kinase inhibitor used for the treatment of Philadelphia chromosome-positive acute lymphoblastic leukemia or chronic myeloid leukemia.,"['P00519', 'P12931', 'P29317', 'P06239', 'P07947', 'P10721', 'P09619', 'P51692', 'P42684', 'P06241', 'Q06187', 'Q92570', 'P11274', 'P41240', 'P54756', 'P54760', 'P09769', 'P42685', 'P11142', 'P07948', 'Q9NYL2', 'Q16539', 'Q06203']","Dasatinib is an orally available small-molecule multikinase inhibitor.5During clinical trials, less than 1% of patients treated with dasatinib had QTc prolongation as an adverse reaction, and 1% experienced a QTcF higher than 500 ms. The use of dasatinib is also associated with myelosuppression, bleeding-related events, fluid retention, cardiovascular toxicity, pulmonary arterial hypertension, severe dermatologic reactions, tumor lysis syndrome and hepatotoxicity. It may also cause embryo-fetal toxicity and lead to adverse reactions associated with bone growth and development in pediatric patients.7",CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,"Dasatinib is a tyrosine kinase inhibitor with several targets. At nanomolar concentrations, it inhibits BCR-ABL, SRC family (SRC, LCK, YES, FYN), c-KIT, EPHA, and PDGFRβ.,,In patients with chronic myeloid leukemia (CML), the tyrosine kinase activity of BCR-ABL is deregulated, leading to the growth, proliferation and survival of cancerous hematopoietic cells. Dasatinib binds to the active and inactive conformation of the ABL kinase domain with a higher affinity than imatinib.In chronic myeloid leukemia (CML) and acute lymphoblastic leukemia (ALL) cell lines overexpressing BCR-ABL, dasatinib inhibits cell growth. Also, dasatinib hasin vitroactivity against leukemic cell lines that are either sensitive or resistant to imatinib.It has been suggested that dasatinib is able to overcome imatinib resistance caused by BCR-ABL kinase domain mutations because it does not require interaction with some of the residues involved in those mutations.,TargetActionsOrganismATyrosine-protein kinase ABLinhibitormultitargetHumansAProto-oncogene tyrosine-protein kinase SrcinhibitormultitargetHumansAEphrin type-A receptor antagonistHumansATyrosine-protein kinase LckinhibitormultitargetHumansATyrosine-protein kinase YesinhibitorHumansAMast/stem cell growth factor receptor KitantagonistHumansAPlatelet-derived growth factor receptor betaantagonistHumansUSignal transducer and activator of transcription BinhibitorHumansUTyrosine-protein kinase ABLmultitargetHumansATyrosine-protein kinase FyninhibitormultitargetHumansUTyrosine-protein kinase BTKinhibitorHumansUNuclear receptor subfamily  group A member inhibitorHumansABreakpoint cluster region proteininhibitorHumansUTyrosine-protein kinase CSKinhibitorHumansUEphrin type-A receptor inhibitorHumansUEphrin type-B receptor inhibitorHumansUTyrosine-protein kinase FgrinhibitorHumansUTyrosine-protein kinase FRKbinderHumansUHeat shock cognate  kDa proteinbinderHumansUTyrosine-protein kinase LyninhibitorHumansUMitogen-activated protein kinase kinase kinase MLTbinderHumansUMitogen-activated protein kinase binderHumansUAmidophosphoribosyltransferasebinderHumans",[],"['Antineoplastic Agents', 'Antineoplastic and Immunomodulating Agents', 'Bcr-Abl Tyrosine Kinase Inhibitors', 'BCRP/ABCG2 Inhibitors', 'BCRP/ABCG2 Substrates', 'Cytochrome P-450 CYP1A2 Substrates', 'Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index', 'Cytochrome P-450 CYP3A Inhibitors', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors (weak)', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index', 'Cytochrome P-450 CYP3A5 Substrates', 'Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Drugs causing inadvertant photosensitivity', 'Enzyme Inhibitors', 'Immunosuppressive Agents', 'Kinase Inhibitor', 'Myelosuppressive Agents', 'Narrow Therapeutic Index Drugs', 'P-glycoprotein inhibitors', 'P-glycoprotein substrates', 'P-glycoprotein substrates with a Narrow Therapeutic Index', 'Photosensitizing Agents', 'Potential QTc-Prolonging Agents', 'Protein Kinase Inhibitors', 'Pyrimidines', 'QTc Prolonging Agents', 'Sulfur Compounds', 'Thiazoles', 'Tyrosine Kinase Inhibitors']"
DB00127,Spermine,"Spermine is a spermidine-derived biogenic polyamine found as a polycation at all pH values. Found in various tissues and organisms, it often acts as an essential growth factor in some bacterial species. Spermine is associated with nucleic acids, particularly in viruses, and is thought to stabilize the helical structure.","['P52788', 'Q9NWM0', 'P11926', 'P41180', 'P08588', 'P07550']",Spermine is a polyamine. It is an organic molecule that is involved in cellular metabolism.,NCCCNCCCCNCCCN,"Spermine is derived from spermidine by spermine synthase. Spermine is a polyamine, a small organic cations that is absolutely required for eukaryotic cell growth. Spermine, is normally found in millimolar concentrations in the nucleus. Spermine functions directly as a free radical scavenger, and forms a variety of adducts that prevent oxidative damage to DNA. Oxidative damage to DNA by reactive oxygen species is a continual problem that cells must guard against to survive. Hence, spermine is a major natural intracellular compound capable of protecting DNA from free radical attack. Spermine is also implicated in the regulation of gene expression, the stabilization of chromatin, and the prevention of endonuclease-mediated DNA fragmentation.TargetActionsOrganismASpermine synthaseligandHumansASpermine oxidaseligandHumansADNAbinderHumansUOrnithine decarboxylaseproduct ofHumansUExtracellular calcium-sensing receptorNot AvailableHumansUBeta- adrenergic receptorNot AvailableHumansUBeta- adrenergic receptorNot AvailableHumans",[],"['Amines', 'Biogenic Amines', 'Biogenic Polyamines', 'Dietary Supplements', 'OCT1 substrates', 'Polyamines', 'Supplements']"
DB00318,Codeine,Codeineis an opioid analgesic used to treat moderate to severe pain when the use of an opioid is indicated.,"['P35372', 'P41145', 'P41143']","General effectsCodeine is a weak narcotic pain reliever and cough suppressant that is similar to morphine and hydrocodone. A small amount of ingested codeine is converted to morphine in the body. Codeine increases tolerance to pain, reducing existing discomfort. In addition to decreasing pain, codeine also causes sedation, drowsiness, and respiratory depression4.Antitussive activityThis drug has shown antitussive activity in clinical trials6and has been effective in cough secondary to tuberculosis and insomnia due to coughing4. Codeine suppresses the cough reflex through a direct effect on the cough center in the medulla16.Effects on intestinal motilityCodeine may reduce intestinal motility through both a local and possibly central mechanism of action17. This may possibly lead to constipation16. The chronic use of opioids, including codeine sulfate, may lead to obstructive bowel disease, particularly in patients with underlying disorders of intestinal motilityLabel.Effects on the central nervous systemCodeine phosphate is an opioid analgesic with uses similar to those of morphine, but is much less potent as an analgesic. Its primary site of action is at themuopioid receptors distributed throughout the central nervous system. The sedative activities of codeine are less potent than those of morphine16. Codeine may cause respiratory system depression by the activation of μ-opioid receptors at specific sites in the central nervous system8.Effects on blood pressureThis drug poses an increased risk of compromised ability to maintain blood pressure due to peripheral vasodilation and other mechanismsLabel.Effects on chronic cancer pain and other types of painCodeine is an opioid analgesic with similar indications to those of morphine, however, is much less potent in its pain alleviating properties. Its primary action takes place at the mu opioid receptors, which are distributed throughout the central nervous system. The average duration of action is about 4 hours16.Regular dosing of opioid analgesics such as codeine in patients with severe cancer pain has been well documented to improve symptoms4,7.",[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,"Although the exact mechanism of action of codeine is still unknown, it is generally thought to be mediated through the agonism of opioid receptors, particularly the mu-opioid receptors.Morphine was previously postulated to contribute to the analgesic effect of codeine due to the O-demethylation of codeine to morphine by CYPD. Particularly, CYPD poor metabolizer did not experience the analgesic effect of codeine.,However, this is unlikely to be the main mechanism of action of codeine as only % of codeine is metabolized to morphine.Other hypotheses also postulate that codeine--glucuronide, the main metabolite of codeine, mediates the analgesic effect of codeine as it not only has an affinity to the mu receptors as codeine but also can be metabolized to morphine--glucuronide, which was observed to be more potent than morphine.Binding to the mu receptors by codeine activates the G-proteins Gαi, causing a decrease in intracellular cAMP and Ca+level.,This causes hyperpolarization of nociceptive neurons, thus imparing the transmission of pain signals.,TargetActionsOrganismAMu-type opioid receptoragonistregulatorHumansAKappa-type opioid receptoragonistHumansADelta-type opioid receptoragonistHumans",['Airway secretion clearance therapy'],"['Alkaloids', 'Analgesics', 'Antitussive Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Cough and Cold Preparations', 'Cytochrome P-450 CYP2D6 Substrates', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Morphinans', 'Morphine Derivatives', 'Narcotics', 'Natural Opium Alkaloids', 'Nervous System', 'OAT1/SLC22A6 inhibitors', 'OCT1 inhibitors', 'OCT1 substrates', 'Opiate Agonists', 'Opiate Alkaloids', 'Opioid Agonist', 'Opioids', 'Opium Alkaloids and Derivatives', 'Phenanthrenes', 'Respiratory System Agents', 'Sensory System Agents', 'Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome', 'UGT2B7 substrates']"
DB00938,Salmeterol,Salmeterolis a long-acting beta-2 adrenergic receptor agonist used to treat asthma and COPD.,"['P07550', 'P08588', 'P13945']","Salmeterol is a long acting beta-2 adrenergic receptor agonist that binds to both the active and exo sites of the beta-2 adrenergic receptor.1Salmeterol has a longer duration of action than other beta-2 agonists likesalbutamol.5Patients should be counselled regarding the risks of long acting beta agonist (LABA) monotherapy, hypokalemia, hypoglycemia, and not to take this drug with another LABA.8,9,10,11,12",OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,"Beta- adrenoceptor stimulation causes relaxation of bronchial smooth muscle, bronchodilation, and increased airflow.Salmeterol is hypothesized to bind to  sites on the beta- adrenoceptor.The saligenin moiety binds to the active site of the beta- adrenoceptor.The hydrophilic tail of salmeterol binds to leucine residues in the exo-site of the beta- adrenoceptor almost irreversibly, allowing salmeterol to persist in the active site, which is responsible for it's long duration of action.,Another hypothesis is that the lipophilic drug diffuses into lipid bilayer of smooth muscle cells and provides a depot of drug to the cells over a longer period of time.TargetActionsOrganismABeta- adrenergic receptoragonistHumansUBeta- adrenergic receptorinverse agonistHumansUBeta- adrenergic receptorinverse agonistHumans",[],"['Adrenergic Agents', 'Adrenergic Agonists', 'Adrenergic beta-2 Receptor Agonists', 'Adrenergic beta-Agonists', 'Adrenergics, Inhalants', 'Agents Causing Muscle Toxicity', 'Agents producing tachycardia', 'Agents that produce hypertension', 'Agents to Treat Airway Disease', 'Alcohols', 'Amines', 'Amino Alcohols', 'Anti-Asthmatic Agents', 'Autonomic Agents', 'Bronchodilator Agents', 'Cytochrome P-450 CYP2C8 Inhibitors', 'Cytochrome P-450 CYP2C8 Inhibitors (strong)', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A5 Substrates', 'Cytochrome P-450 CYP3A7 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Drugs for Obstructive Airway Diseases', 'Ethanolamines', 'Ethylamines', 'Long-acting beta-adrenoceptor agonists', 'Neurotransmitter Agents', 'OCT1 inhibitors', 'OCT1 substrates', 'OCT2 Inhibitors', 'Peripheral Nervous System Agents', 'Phenethylamines', 'Potential QTc-Prolonging Agents', 'QTc Prolonging Agents', 'Respiratory System Agents', 'Selective Beta 2-adrenergic Agonists', 'Sympathomimetic (Adrenergic) Agents']"
DB01206,Lomustine,Lomustineis an alkylating agent used as a part of chemotherapeutic regimens for the treatment of primary and metastatic brain tumors as well as refractory or relapsed Hodgkin's disease in addition to surgical and/or radiotherapeutic treatments.,['Q9H169'],Lomustine is an alkylating agent of the nitrosourea type. Lomustine and its metabolites interferes with the function of DNA and RNA. It is cell cycle–phase nonspecific. Cancers form when some cells within the body multiply uncontrollably and abnormally. These cells then spread and destroy nearby tissues. Lomustine acts by slowing this process down. It kills cancer cells by damaging the DNA (the genetic material inside the cells) and stops them from dividing.,ClCCN(N=O)C(=O)NC1CCCCC1,"Lomustine is a highly lipophilic nitrosourea compound which undergoes hydrolysis in vivo to form reactive metabolites. These metabolites cause alkylation and cross-linking of DNA (at the O position of guanine-containing bases) and RNA, thus inducing cytotoxicity. Other biologic effects include inhibition of DNA synthesis and some cell cycle phase specificity. Nitrosureas generally lack cross-resistance with other alkylating agents. As lomustine is a nitrosurea, it may also inhibit several key processes such as carbamoylation and modification of cellular proteins.TargetActionsOrganismADNAcross-linking/alkylationHumansUStathmin-antagonistHumans",[],"['Alkylating Activity', 'Alkylating Drugs', 'Amides', 'Antineoplastic Agents', 'Antineoplastic Agents, Alkylating', 'Antineoplastic and Immunomodulating Agents', 'Cytochrome P-450 CYP2D6 Inhibitors', 'Cytochrome P-450 CYP2D6 Inhibitors (weak)', 'Cytochrome P-450 CYP3A Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Immunosuppressive Agents', 'Myelosuppressive Agents', 'Narrow Therapeutic Index Drugs', 'Nitroso Compounds', 'Nitrosourea Compounds', 'Nitrosoureas', 'Noxae', 'Toxic Actions']"
DB00750,Prilocaine,Prilocaineis a local anesthetic used in dental procedures.,['Q14524'],"Prilocaine binds to the intracellular surface of sodium channels which blocks the subsequent influx of sodium into the cell. Action potential propagation and never function is, therefore, prevented. This block is reversible and when the drug diffuses away from the cell, sodium channel function is restored and nerve propagation returns.",CCCNC(C)C(=O)NC1=CC=CC=C1C,"Prilocaine acts on sodium channels on the neuronal cell membrane, limiting the spread of seizure activity and reducing seizure propagation. The antiarrhythmic actions are mediated through effects on sodium channels in Purkinje fibers.TargetActionsOrganismASodium channel protein type  subunit alphainhibitorHumans",['Local Anaesthesia therapy'],"['Amides', 'Amines', 'Anesthetics', 'Anesthetics, Local', 'Anilides', 'Aniline Compounds', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Local Anesthesia', 'Local Anesthetics (Amide)', 'Methemoglobinemia Associated Agents', 'Nervous System', 'Peripheral Nervous System Agents', 'Sensory System Agents']"
DB01328,Cefonicid,"A second-generation cephalosporin administered intravenously or intramuscularly. Its bactericidal action results from inhibition of cell wall synthesis. It is used for urinary tract infections, lower respiratory tract infections, and soft tissue and bone infections.","['P02918', 'P0AD68', 'P02919', 'P24228', 'P0AD65']","Cefonicid is a second-generation cephalosporin administered intravenously or intramuscularly. Its bactericidal action results from inhibition of cell wall synthesis. It is used for urinary tract infections, lower respiratory tract infections, and soft tissue and bone infections.",[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,"Cefonicid, like the penicillins, is a beta-lactam antibiotic. By binding to specific penicillin-binding proteins (PBPs) located inside the bacterial cell wall, it inhibits the third and last stage of bacterial cell wall synthesis. Cell lysis is then mediated by bacterial cell wall autolytic enzymes such as autolysins.TargetActionsOrganismAPenicillin-binding protein AinhibitorEscherichia coli (strain K)APeptidoglycan synthase FtsIinhibitorEscherichia coli (strain K)APenicillin-binding protein BinhibitorEscherichia coli (strain K)AD-alanyl-D-alanine carboxypeptidase DacBinhibitorEscherichia coli (strain K)APenicillin-binding protein inhibitorEscherichia coli (strain K)",[],"['Amides', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials for Systemic Use', 'Antiinfectives for Systemic Use', 'beta-Lactams', 'Cephalosporins', 'Heterocyclic Compounds, Fused-Ring', 'Lactams', 'Nephrotoxic agents', 'Second-Generation Cephalosporins', 'Sulfur Compounds', 'Thiazines']"
DB05088,Tetrathiomolybdate,"Tetrathiomolybdate is an oral, small-molecule, anticopper agent that is highly specific for lowering the levels of free copper in serum. COPREXA has completed pivotal clinical trials for the treatment of neurologic Wilson's disease. It is also developed for fibrotic disorders based upon the rationale that the fibrotic disease process is dependent upon the availability of free copper in the body.",['P05067'],Tetrathiomolybdate demonstrated the ability to reduce toxic free copper levels and substantially improve clinical neurologic outcomes in Wilson’s patients. Studies also showed it is capable of specifically inhibiting chronic fibrotic disease processes in the lung.,[S-][Mo]([S-])(=S)=S,"Tetrathiomolybdate has demonstrated the ability to inhibit fibrosis in a number of well established animal models through the sequestration of available copper and inhibition of key fibrotric cytokines, including secreted protein acid rich in cysteine (SPARC), NFkappaB, TGF-beta, FGF-, IL-, IL-, IL-, and connective tissue growth factor (CTGF).TargetActionsOrganismUAmyloid beta A proteinNot AvailableHumans",[],"['Adenosine Triphosphatases, antagonists & inhibitors', 'Angiogenesis Modulating Agents', 'Antineoplastic Agents', 'Chelating Agents', 'Compounds used in a research, industrial, or household setting', 'Elements', 'Enzyme Inhibitors', 'Growth Inhibitors', 'Growth Substances', 'Metals', 'Metals, Heavy', 'Sequestering Agents', 'Transition Elements']"
DB01330,Cefotetan,"Cefotetanis an antibiotic medication used for the prophylaxis and treatment of various bacterial infections, including urinary tract infections, bone and joint infection, and lower respiratory tract infections.",['Q75Y35'],Cefotetan is a semisynthetic cephamycin antibiotic that is administered intravenously or intramuscularly. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative microorganisms.,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,The bactericidal action of cefotetan results from inhibition of cell wall synthesis by binding and inhibiting the bacterial penicillin binding proteins which help in the cell wall biosynthesis.TargetActionsOrganismAPenicillin-binding protein inhibitorStreptococcus pneumoniae,['Antibiotic pre-surgical prophylaxis'],"['Amides', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials for Systemic Use', 'Antiinfectives for Systemic Use', 'beta-Lactams', 'Cephalosporins', 'Cephamycins', 'Drugs that are Mainly Renally Excreted', 'Heterocyclic Compounds, Fused-Ring', 'Lactams', 'Nephrotoxic agents', 'Second-Generation Cephalosporins', 'Sulfur Compounds', 'Tetrazoles', 'Thiazines']"
DB12783,Benserazide,"Benserazideis a medication used to treat Parkinson's disease, parkinsonism, and restless leg syndrome.",['P20711'],"When used as a therapy for treating Parkinson's disease, levadopa's specific mechanism of action revolves around its metabolism into dopamine in the body3,2. Unfortunately, the resultant increase in the levels of circulating dopamine in the blood and to various extracerebral tissues can result in a number of side effects like nausea, vomiting, or even cardiac arrhythmias that may diminish patient adherence3,2. A decarboxylase inhibitor like benserazide is consequently an effective compound to combine with levadopa as it is incapable of crossing the blood-brain barrier itself and therefore allows levadopa to elicit its primary action in the central nervous system, but will prevent the formation of dopamine from levadopa in extracerebral tissues - thereby acting to minimize the occurrence of extracerebral side effects3,2.",NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,"The combination of levodopa and benserazide is an anti-Parkinsonian agent,. Levodopa itself is the metabolic precursor of dopamine. In Parkinson's disease, dopamine is depleted to a large degree in the striatum, pallidum, and substantia nigra in the central nervous system (CNS),. The administration of levodopa to treat the disease is subsequently proposed to facilitate raises in the levels of available dopamine in these areas,. The metabolism of levodopa to dopamine occurs via the enzyme dopa decarboxylase, although unfortunately, this metabolism can also occur in extracerebral tissues,. As a result, the full therapeutic effect of an administered dose of levodopa may not be obtained if portions of it are catabolized outside of the CNS and various patient adherence diminishing extracerebral side effects due to the extracerebral presence of dopamine like nausea, vomiting, or even cardiac arrhythmias can also happen,.Subsequently, a peripheral decarboxylase inhibitor like benserazide, which blocks the extracerebral decarboxylation of levodopa, when administered in combination with levodopa has obvious and significant advantages. Such benefits include reduced gastrointestinal side effects, a more rapid and complete response at the initiation of therapy, and a simpler dosing regimen,.It is important to note, however, that benserazide is hydroxylated to trihydroxybenzylhydrazine in the intestinal mucosa and the liver,, and that as a potent inhibitor of the aromatic amino acid decarboxylase,,, it is this trihydroxybenzylhydrazine metabolite of benserazide that mainly protects levodopa against decarboxylation to dopamine in the gut and also around the rest of the body outside of the blood-brain barrier.Regardless, because Parkinson's disease progresses even with the therapy of levodopa and benserazide, this kind of combined therapy is only ever indicated if it is capable of improving the quality of life and adverse effect profile of using such drugs for Parkinson's patients and there is little to be gained by switching to or starting this combination therapy if patients are already being managed with stable, effective, and well-tolerated levadopa-only therapy,.Finally, it is also proposed that benserazide hydrochloride may be able to treat beta thalassaemia by maintaining the active expression of the gene for fetal hemoglobin so that constant production of fetal hemoglobin may replace the missing adult hemoglobin variation that is characteristic of patients with the condition, thereby decreasing the need for blood transfusion therapy.TargetActionsOrganismAAromatic-L-amino-acid decarboxylaseinhibitorHumans",[],"['Anti-Dyskinesia Agents', 'Anti-Parkinson Drugs', 'Aromatic L-amino Acid Decarboxylase Inhibitors', 'Central Nervous System Agents', 'Dopamine Agents', 'Drugs that are Mainly Renally Excreted', 'Enzyme Inhibitors', 'Hydrazines', 'Neurotransmitter Agents']"
DB00451,Levothyroxine,Levothyroxineis a synthetic T4 hormone used to treat hypothyroidism that can be used along with surgery and radioiodine therapy to manage thyrotropin-dependent well-differentiated thyroid cancer.,"['P06756', 'P05106', 'P10827', 'P10828']","Oral levothyroxine is a synthetic hormone that exerts the same physiologic effect as endogenous T4, thereby maintaining normal T4levels when a deficiency is present.Levothyroxine has a narrow therapeutic index and is titrated to maintain a euthyroid state with TSH (thyroid stimulating hormone) within a therapeutic range of 0.4–4.0 mIU/L.10Over- or under-treatment with levothyroxine may have negative effects on growth and development, cardiovascular function, bone metabolism, reproductive function, cognitive function, emotional state, gastrointestinal function and glucose and lipid metabolism. The dose of levothyroxine should be titrated slowly and carefully and patients should be monitored for their response to titration to avoid these effects. TSH levels should be monitored at least yearly to avoid over-treating with levothyroxine which can result in hyperthyroidism (TSH <0.1mIU/L) and symptoms of increased heart rate, diarrhea, tremor, hypercalcemia, and weakness to name a few.16As many cardiac functions including heart rate, cardiac output, and systemic vascular resistance are closely linked to thyroid status,7over-treatment with levothyroxine may result in increases in heart rate, cardiac wall thickness, and cardiac contractility and may precipitate angina or arrhythmias, particularly in patients with cardiovascular disease and in elderly patients. In populations with any cardiac concerns, levothyroxine should be initiated at lower doses than those recommended in younger individuals or in patients without cardiac disease. Patients receiving concomitant levothyroxine and sympathomimetic agents should be monitored for signs and symptoms of coronary insufficiency. If cardiac symptoms develop or worsen, reduce the levothyroxine dose or withhold for one week and restart at a lower dose.16Increased bone resorption and decreased bone mineral density may occur as a result of levothyroxine over-replacement, particularly in post-menopausal women. The increased bone resorption may be associated with increased serum levels and urinary excretion of calcium and phosphorous, elevations in bone alkaline phosphatase and suppressed serum parathyroid hormone levels. Administer the minimum dose of levothyroxine that achieves the desired clinical and biochemical response to mitigate this risk.Addition of levothyroxine therapy in patients with diabetes mellitus may worsen glycemic control and result in increased antidiabetic agent or insulin requirements. Carefully monitor glycemic control after starting, changing or discontinuing levothyroxine.",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,"Levothyroxine is a synthetically prepared levo-isomer of the thyroid hormone thyroxine (T, a tetra-iodinated tyrosine derivative) that acts as a replacement in deficiency syndromes such as hypothyroidism. Tis the major hormone secreted from the thyroid gland and is chemically identical to the naturally secreted T: it increases metabolic rate, decreases thyroid-stimulating hormone (TSH) production from the anterior lobe of the pituitary gland, and, in peripheral tissues, is converted to T. Thyroxine is released from its precursor protein thyroglobulin through proteolysis and secreted into the blood where is it then peripherally deiodinated to form triiodothyronine (T) which exerts a broad spectrum of stimulatory effects on cell metabolism. Tand Thave a relative potency of ~:.Thyroid hormone increases the metabolic rate of cells of all tissues in the body. In the fetus and newborn, thyroid hormone is important for the growth and development of all tissues including bones and the brain. In adults, thyroid hormone helps to maintain brain function, food metabolism, and body temperature, among other effects. The symptoms of thyroid deficiency relieved by levothyroxine include slow speech, lack of energy, weight gain, hair loss, dry thick skin and unusual sensitivity to cold.The thyroid hormones have been shown to exert both genomic and non-genomic effects.They exert their genomic effects by diffusing into the cell nucleus and binding to thyroid hormone receptors in DNA regions called thyroid hormone response elements (TREs) near genes.This complex of T, T, DNA, and other coregulatory proteins causes a conformational change and a resulting shift in transcriptional regulation of nearby genes, synthesis of messenger RNA, and cytoplasmic protein production.,For example, in cardiac tissues Thas been shown to regulate the genes for α- and β-myosin heavy chains, production of the sarcoplasmic reticulum proteins calcium-activated ATPase (Ca+-ATPase) and phospholamban, β-adrenergic receptors, guanine-nucleotide regulatory proteins, and adenylyl cyclase types V and VI as well as several plasma-membrane ion transporters, such as Na+/K+–ATPase, Na+/Ca+ exchanger, and voltage-gated potassium channels, including Kv., Kv., and Kv..As a result, many cardiac functions including heart rate, cardiac output, and systemic vascular resistance are closely linked to thyroid status.The non-genomic actions of the thyroid hormones have been shown to occur through binding to a plasma membrane receptor integrin aVb at the Arg-Gly-Asp recognition site.From the cell-surface, Tbinding to integrin results in down-stream effects including activation of mitogen-activated protein kinase (MAPK; ERK/) and causes subsequent effects on cellular/nuclear events including angiogenesis and tumor cell proliferation.,TargetActionsOrganismAIntegrin alpha-VNot AvailableHumansAIntegrin beta-Not AvailableHumansAThyroid hormone receptor alphaagonistHumansAThyroid hormone receptor betaagonistHumans",[],"['Agents used to treat hypothyroidism', 'Amino Acids', 'Amino Acids, Aromatic', 'Amino Acids, Cyclic', 'Amino Acids, Peptides, and Proteins', 'Cytochrome P-450 CYP2C8 Inhibitors', 'Cytochrome P-450 CYP2C8 Inhibitors (moderate)', 'Cytochrome P-450 Enzyme Inhibitors', 'Hormones', 'Hormones, Hormone Substitutes, and Hormone Antagonists', 'Narrow Therapeutic Index Drugs', 'OATP1B1/SLCO1B1 Inhibitors', 'OATP1B3 inhibitors', 'Organic Anion Transporting Polypeptide 2B1 Inhibitors', 'P-glycoprotein inducers', 'Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins', 'Thyroid Products', 'Thyroxine-binding globulin substrates', 'UGT1A1 Substrates', 'UGT1A1 Substrates with a Narrow Therapeutic Index']"
